Timestamp,Status,Gen,Fitness,PnL,WinRate,PF,Sharpe,MaxDD,Trades,MutRate,TP,SL,Risk,Cooldown,Conf,TimeSec
2026-05-21 22:34:48,UPDATE,168,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,412.48
2026-05-21 22:41:42,UPDATE,169,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,413.39
2026-05-21 22:48:34,UPDATE,170,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,412.21
2026-05-21 22:55:28,UPDATE,171,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,413.88
2026-05-21 23:02:21,UPDATE,172,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.60,0.009675,0.003722,0.013348,4796,0.430,413.05
2026-05-21 23:09:34,UPDATE,173,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,432.83
2026-05-21 23:16:29,UPDATE,174,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,415.03
2026-05-21 23:23:24,UPDATE,175,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,414.91
2026-05-21 23:30:17,UPDATE,176,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,413.13
2026-05-21 23:37:11,UPDATE,177,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,414.16
2026-05-21 23:44:05,UPDATE,178,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,414.48
2026-05-21 23:51:02,UPDATE,179,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,416.22
2026-05-21 23:57:53,UPDATE,180,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,411.96
2026-05-22 00:04:45,UPDATE,181,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.60,0.009675,0.003722,0.013348,4796,0.430,411.95
2026-05-22 00:11:55,UPDATE,182,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,430.03
2026-05-22 00:18:50,UPDATE,183,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,414.58
2026-05-22 00:25:44,UPDATE,184,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,413.97
2026-05-22 00:32:37,UPDATE,185,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,413.25
2026-05-22 00:39:33,UPDATE,186,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,416.02
2026-05-22 00:46:24,UPDATE,187,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,410.53
2026-05-22 00:53:20,UPDATE,188,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,416.20
2026-05-22 01:00:11,UPDATE,189,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,411.39
2026-05-22 01:07:05,UPDATE,190,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.60,0.009675,0.003722,0.013348,4796,0.430,414.05
2026-05-22 01:14:16,UPDATE,191,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,430.07
2026-05-22 01:21:12,UPDATE,192,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,416.87
2026-05-22 01:28:06,UPDATE,193,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,413.47
2026-05-22 01:35:00,UPDATE,194,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,414.33
2026-05-22 01:41:55,UPDATE,195,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,415.28
2026-05-22 01:48:48,UPDATE,196,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,412.89
2026-05-22 01:55:42,UPDATE,197,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,413.16
2026-05-22 02:02:37,UPDATE,198,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,415.35
2026-05-22 02:09:32,UPDATE,199,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.60,0.009675,0.003722,0.013348,4796,0.430,415.61
2026-05-22 02:16:48,UPDATE,200,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,435.55
2026-05-22 02:23:44,UPDATE,201,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,416.14
2026-05-22 02:30:39,UPDATE,202,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,414.42
2026-05-22 02:37:32,UPDATE,203,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,413.55
2026-05-22 02:44:26,UPDATE,204,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,413.43
2026-05-22 02:51:20,UPDATE,205,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,414.04
2026-05-22 02:58:13,UPDATE,206,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,413.84
2026-05-22 03:05:06,UPDATE,207,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,412.56
2026-05-22 03:12:03,UPDATE,208,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.60,0.009675,0.003722,0.013348,4796,0.430,417.24
2026-05-22 03:19:16,UPDATE,209,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,432.78
2026-05-22 03:26:12,UPDATE,210,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,415.67
2026-05-22 03:33:07,UPDATE,211,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,415.54
2026-05-22 03:40:01,UPDATE,212,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,413.50
2026-05-22 03:46:55,UPDATE,213,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,413.81
2026-05-22 03:53:49,UPDATE,214,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,414.95
2026-05-22 04:00:41,UPDATE,215,59514.93,-0.0674,18.57,1.17,0.75,0.0067,70,0.50,0.009675,0.003722,0.013348,4796,0.430,411.98
2026-05-22 04:07:35,RECORD,216,62799.71,-0.1242,26.40,1.20,0.81,0.0124,125,0.15,0.010251,0.003997,0.014719,4775,0.434,413.36
2026-05-22 04:14:27,UPDATE,217,62799.71,-0.1242,26.40,1.20,0.81,0.0124,125,0.20,0.010251,0.003997,0.014719,4775,0.434,411.90
2026-05-22 04:21:20,UPDATE,218,62799.71,-0.1242,26.40,1.20,0.81,0.0124,125,0.25,0.010251,0.003997,0.014719,4775,0.434,413.75
2026-05-22 04:28:12,UPDATE,219,62799.71,-0.1242,26.40,1.20,0.81,0.0124,125,0.30,0.010251,0.003997,0.014719,4775,0.434,411.94
2026-05-22 04:35:06,UPDATE,220,62799.71,-0.1242,26.40,1.20,0.81,0.0124,125,0.35,0.010251,0.003997,0.014719,4775,0.434,413.34
2026-05-22 04:41:59,UPDATE,221,62799.71,-0.1242,26.40,1.20,0.81,0.0124,125,0.40,0.010251,0.003997,0.014719,4775,0.434,412.88
2026-05-22 04:48:52,UPDATE,222,62799.71,-0.1242,26.40,1.20,0.81,0.0124,125,0.45,0.010251,0.003997,0.014719,4775,0.434,413.54
2026-05-22 04:55:45,UPDATE,223,62799.71,-0.1242,26.40,1.20,0.81,0.0124,125,0.50,0.010251,0.003997,0.014719,4775,0.434,412.59
2026-05-22 05:02:37,UPDATE,224,62799.71,-0.1242,26.40,1.20,0.81,0.0124,125,0.50,0.010251,0.003997,0.014719,4775,0.434,412.66
2026-05-22 05:09:29,UPDATE,225,62799.71,-0.1242,26.40,1.20,0.81,0.0124,125,0.60,0.010251,0.003997,0.014719,4775,0.434,412.04
2026-05-22 05:16:43,UPDATE,226,62799.71,-0.1242,26.40,1.20,0.81,0.0124,125,0.50,0.010251,0.003997,0.014719,4775,0.434,433.23
2026-05-22 05:23:38,UPDATE,227,62799.71,-0.1242,26.40,1.20,0.81,0.0124,125,0.50,0.010251,0.003997,0.014719,4775,0.434,415.73
2026-05-22 05:30:32,UPDATE,228,62799.71,-0.1242,26.40,1.20,0.81,0.0124,125,0.50,0.010251,0.003997,0.014719,4775,0.434,413.37
2026-05-22 05:37:25,RECORD,229,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.15,0.007935,0.004216,0.014719,4708,0.389,413.67
2026-05-22 05:44:18,UPDATE,230,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.20,0.007935,0.004216,0.014719,4708,0.389,412.83
2026-05-22 05:51:10,UPDATE,231,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.25,0.007935,0.004216,0.014719,4708,0.389,412.07
2026-05-22 05:58:05,UPDATE,232,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.30,0.007935,0.004216,0.014719,4708,0.389,414.22
2026-05-22 06:04:59,UPDATE,233,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.35,0.007935,0.004216,0.014719,4708,0.389,414.74
2026-05-22 06:11:52,UPDATE,234,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.40,0.007935,0.004216,0.014719,4708,0.389,412.43
2026-05-22 06:18:47,UPDATE,235,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.45,0.007935,0.004216,0.014719,4708,0.389,414.93
2026-05-22 06:25:38,UPDATE,236,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,411.68
2026-05-22 06:32:30,UPDATE,237,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,411.78
2026-05-22 06:39:22,UPDATE,238,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.60,0.007935,0.004216,0.014719,4708,0.389,412.16
2026-05-22 06:46:33,UPDATE,239,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,430.63
2026-05-22 06:53:27,UPDATE,240,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,413.80
2026-05-22 07:00:23,UPDATE,241,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,415.97
2026-05-22 07:07:16,UPDATE,242,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,413.14
2026-05-22 07:14:10,UPDATE,243,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,414.52
2026-05-22 07:21:01,UPDATE,244,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,410.71
2026-05-22 07:27:54,UPDATE,245,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,413.11
2026-05-22 07:34:46,UPDATE,246,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,411.51
2026-05-22 07:41:38,UPDATE,247,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.60,0.007935,0.004216,0.014719,4708,0.389,412.55
2026-05-22 07:48:49,UPDATE,248,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,430.83
2026-05-22 07:55:45,UPDATE,249,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,416.28
2026-05-22 08:02:39,UPDATE,250,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,413.56
2026-05-22 08:09:35,UPDATE,251,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,415.67
2026-05-22 08:16:28,UPDATE,252,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,413.84
2026-05-22 08:23:22,UPDATE,253,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,413.85
2026-05-22 08:30:15,UPDATE,254,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,412.96
2026-05-22 08:37:09,UPDATE,255,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,413.84
2026-05-22 08:44:02,UPDATE,256,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.60,0.007935,0.004216,0.014719,4708,0.389,412.68
2026-05-22 08:51:12,UPDATE,257,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,430.07
2026-05-22 08:58:07,UPDATE,258,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,414.98
2026-05-22 09:05:01,UPDATE,259,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,414.35
2026-05-22 09:11:56,UPDATE,260,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,414.76
2026-05-22 09:18:50,UPDATE,261,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,414.49
2026-05-22 09:25:43,UPDATE,262,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,412.23
2026-05-22 09:32:37,UPDATE,263,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,414.13
2026-05-22 09:39:30,UPDATE,264,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,413.44
2026-05-22 09:46:22,UPDATE,265,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.60,0.007935,0.004216,0.014719,4708,0.389,412.20
2026-05-22 09:53:32,UPDATE,266,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,429.08
2026-05-22 10:00:26,UPDATE,267,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,414.25
2026-05-22 10:07:33,UPDATE,268,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,427.61
2026-05-22 10:14:26,UPDATE,269,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,412.74
2026-05-22 10:21:18,UPDATE,270,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,411.70
2026-05-22 10:28:11,UPDATE,271,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,413.53
2026-05-22 10:35:03,UPDATE,272,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,411.50
2026-05-22 10:41:57,UPDATE,273,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,414.62
2026-05-22 10:48:51,UPDATE,274,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.60,0.007935,0.004216,0.014719,4708,0.389,413.17
2026-05-22 10:56:04,UPDATE,275,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,433.54
2026-05-22 11:02:57,UPDATE,276,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,412.91
2026-05-22 11:09:50,UPDATE,277,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,412.97
2026-05-22 11:16:43,UPDATE,278,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,413.34
2026-05-22 11:23:36,UPDATE,279,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,412.10
2026-05-22 11:30:27,UPDATE,280,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,411.14
2026-05-22 11:37:20,UPDATE,281,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,413.27
2026-05-22 11:44:12,UPDATE,282,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,411.97
2026-05-22 11:51:05,UPDATE,283,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.60,0.007935,0.004216,0.014719,4708,0.389,413.34
2026-05-22 11:58:18,UPDATE,284,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,432.64
2026-05-22 12:05:15,UPDATE,285,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,416.98
2026-05-22 12:12:09,UPDATE,286,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,414.35
2026-05-22 12:19:06,UPDATE,287,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,416.32
2026-05-22 12:25:59,UPDATE,288,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,413.05
2026-05-22 12:32:50,UPDATE,289,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,411.10
2026-05-22 12:39:41,UPDATE,290,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,411.45
2026-05-22 12:46:35,UPDATE,291,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,413.39
2026-05-22 12:53:30,UPDATE,292,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.60,0.007935,0.004216,0.014719,4708,0.389,415.51
2026-05-22 13:00:41,UPDATE,293,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,431.26
2026-05-22 13:07:35,UPDATE,294,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,413.53
2026-05-22 13:14:28,UPDATE,295,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,413.36
2026-05-22 13:21:20,UPDATE,296,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,411.77
2026-05-22 13:28:12,UPDATE,297,113420.65,-0.0189,36.23,1.40,1.72,0.0019,69,0.50,0.007935,0.004216,0.014719,4708,0.389,412.49
